verb,lemma
postponed,postpone
Devastated,devastate
narrated,narrate
challenged,challenge
accomplished,accomplish
hope,hope
overpaid,overpay
broadened,broaden
commemorated,commemorate
campaigned,campaign
rally,rally
listening,listen
suppose,suppose
seeping,seep
frightens,frighten
satisfies,satisfy
emancipated,emancipate
indicted,indict
commit,commit
bruised,bruise
tended,tend
sounding,sound
du,du
lie,lie
forgive,forgive
disappeared,disappear
earn,earn
stocked,stock
Securing,secure
decorating,decorate
wake,wake
check,check
instructed,instruct
lying,lie
average,average
relive,relive
access,access
admire,admire
honor,honor
streamed,stream
Need,need
Travelling,travel
searching,search
judge,judge
strung,string
plodding,plod
encounter,encounter
recite,recite
direct,direct
marginalized,marginalize
present,present
reigned,reign
eludes,elude
reprint,reprint
accounting,account
agree,agree
issuing,issue
objected,object
Challenged,challenge
fits,fit
react,react
analyzed,analyze
illustrate,illustrate
succeed,succeed
parenting,parent
evolve,evolve
understudied,understudy
countered,counter
conform,conform
contain,contain
agrees,agree
diverge,diverge
parallels,parallel
places,place
confirm,confirm
accomplish,accomplish
dare,dare
structured,structure
seem,seem
views,view
pave,pave
enjoy,enjoy
describe,describe
avoided,avoid
summoning,summon
asserts,assert
cleaned,clean
satisfied,satisfy
emphasize,emphasize
alternates,alternate
referenced,reference
depending,depend
shape,shape
designing,design
envisioned,envision
hulled,hull
utilized,utilize
sail,sail
save,save
traveling,travel
Composing,compose
tortured,torture
reside,reside
walked,walk
fulfilling,fulfil
distributed,distribute
overcome,overcome
launching,launch
Seeing,see
note,note
contacted,contact
delete,delete
e,e
dos,do
Considered,consider
popularizing,popularize
wooed,woo
separating,separate
rid,rid
capitulated,capitulate
recast,recast
introduce,introduce
ice,ice
weighs,weigh
filled,fill
finish,finish
excelled,excel
excited,excite
inserted,insert
please,please
owns,own
disagreeing,disagree
adhering,adhere
Changing,change
praising,praise
soften,soften
regale,regale
horrifying,horrify
waged,wage
principled,principle
Ending,end
stowed,stow
compiled,compile
survived,survive
discredited,discredit
glorified,glorify
Owing,owe
waited,wait
tries,try
struggled,struggle
driving,drive
chronicles,chronicle
generalized,generalize
realize,realize
ordained,ordain
pontificate,pontificate
decoding,decode
’re,be
embellish,embellish
situated,situate
exercised,exercise
deposed,depose
dreams,dream
escape,escape
sets,set
repay,repay
line,line
escapes,escape
murders,murder
revolves,revolve
acts,act
uncovering,uncover
unfolds,unfold
fascinated,fascinate
operated,operate
pressure,pressure
committing,commit
Tell,tell
enormes,enorme
rewriting,rewrite
impart,impart
diagnosed,diagnose
proved,prove
disconnected,disconnect
locked,lock
para,para
republished,republish
realise,realise
Meet,meet
worn,wear
responding,respond
thinking,think
wishes,wish
choose,choose
discover,discover
determined,determine
wo,will
Writes,write
determines,determine
regret,regret
experimented,experiment
hanging,hang
dry,dry
proposes,propose
dichotomizing,dichotomize
exoticizing,exoticize
inhabit,inhabit
marginalised,marginalise
treat,treat
fail,fail
prevents,prevent
expressing,express
pervades,pervade
invoked,invoke
concept,concept
portray,portray
penetrate,penetrate
concentrated,concentrate
chronicling,chronicle
forces,force
step,step
abating,abate
galvanized,galvanize
devour,devour
deny,deny
rejuvenate,rejuvenate
reformulate,reformulate
recontextualize,recontextualize
deposit,deposit
reflecting,reflect
Regarded,regard
defied,defy
influencing,influence
Stop,stop
dramatised,dramatise
practised,practise
replay,replay
settling,settle
Ealing,eale
design,design
teamed,team
combines,combine
stylised,stylise
rests,rest
sheltering,shelter
shadowed,shadow
bears,bear
soprano,soprano
belt,belt
tenor,tenor
tender,tender
glide,glide
slamming,slam
sing,sing
Discussing,discuss
Led,lead
imitate,imitate
Play,play
hate,hate
incorporate,incorporate
Compared,compare
comprises,comprise
stadium,stadium
evoked,evoke
charm,charm
connected,connect
snapping,snap
reviewing,review
compile,compile
evidenced,evidence
commanded,command
interacting,interact
knowing,know
wanting,want
’m,be
Save,save
draped,drape
bidding,bid
orientated,orientate
deprecating,deprecate
enlisted,enlist
entertain,entertain
Can,Can
Hear,hear
Goin',go
Hold,hold
May,May
stretching,stretch
forge,forge
exist,exist
reworked,rework
referring,refer
manicured,manicure
surrounded,surround
Winfried,winfrie
thanked,thank
tested,test
nursed,nurse
doubting,doubt
Forget,forget
proceeded,proceed
slipped,slip
inquiring,inquire
experience,experience
fallen,fall
strained,strain
outed,out
reconciled,reconcile
elaborate,elaborate
decriminalised,decriminalise
allude,allude
pouting,pout
posturing,posture
analyse,analyse
justify,justify
refer,refer
sitting,sit
venting,vent
ensure,ensure
Closeted,closet
sterilized,sterilize
cultivated,cultivate
basked,bask
envied,envy
relish,relish
inbred,inbreed
Leave,leave
Created,create
cared,care
reads,read
lovers,lover
screw,screw
discovering,discover
lounged,lounge
ventured,venture
collapsed,collapse
exhibiting,exhibit
infected,infect
exhibit,exhibit
fueled,fuel
tabloid,tabloid
rumours,rumour
Filmed,film
Write,write
laughing,laugh
hasten,hasten
prepare,prepare
phoned,phone
break,break
Take,take
reveal,reveal
valued,value
bequeathed,bequeath
willed,will
cleared,clear
quoting,quote
enhanced,enhance
defined,define
overlooks,overlook
superimposed,superimpose
rented,rent
Featuring,feature
Kill,kill
feeling,feel
erected,erect
stands,stand
overlooking,overlook
gathered,gather
commemorating,commemorate
Rock,rock
Referring,refer
inspires,inspire
Issuing,issue
leaping,leap
Issued,issue
painted,paint
rushed,rush
viewing,view
examining,examine
Watched,watch
Fly,fly
Wants,want
jumping,jump
reconnecting,reconnecte
Combined,combine
Showing,show
unite,unite
specialising,specialise
majoring,major
dem,dem
contacting,contact
searched,search
assert,assert
pushed,push
pushing,push
lecturing,lecture
Continuing,continue
struggle,struggle
readmitted,readmitte
Discharged,discharge
originated,originate
Turn,turn
afer,afer
befriending,befriend
embodied,embody
exploited,exploit
spearheaded,spearhead
ceded,cede
Shining,shine
divorcing,divorce
leaves,leave
saddened,sadden
marketing,market
hoping,hope
experiencing,experience
stolen,steal
chalked,chalk
swearing,swear
learn,learn
spoken,speak
supplemented,supplement
endeavouring,endeavour
wounded,wound
caring,care
bestowed,bestow
recognising,recognise
abiding,abide
imprint,imprint
relays,relay
emerges,emerge
managing,manage
fetched,fetch
practicing,practice
interweave,interweave
funk,funk
tour,tour
Hum,hum
benefiting,benefit
transform,transform
Run,run
infused,infuse
hip,hip
sober,sober
neighboring,neighbor
torch,torch
rape,rape
igniting,ignite
preventing,prevent
recommended,recommend
laid,lay
renunciated,renunciate
Walks,walk
Wearing,wear
knocked,knock
Corked,cork
straightened,straighten
Nicking,nick
slicing,slice
Digging,dig
awaken,awaken
dig,dig
summarised,summarise
pitched,pitch
Selected,select
dividing,divide
anticipated,anticipate
queued,queue
deliver,deliver
exalt,exalt
repeated,repeat
houses,house
lodge,lodge
enlarged,enlarge
recovered,recover
joked,joke
Blessed,bless
fitted,fit
Stepping,step
prizes,prize
weighted,weight
whispered,whisper
acknowledging,acknowledge
claim,claim
packed,pack
compiling,compile
Happens,happen
texted,texte
miss,miss
endure,endure
revered,revere
epitomised,epitomise
bombings,bombing
Leading,lead
commemorate,commemorate
outstrips,outstrip
observes,observe
deals,deal
Speaking,speak
trusted,trust
articulate,articulate
preserved,preserve
Wintering,winter
resenting,resent
influence,influence
missing,miss
pulls,pull
lends,lend
favour,favour
sum,sum
commemorates,commemorate
Rising,rise
rousing,rouse
permit,permit
demur,demur
groundbreaking,groundbreake
melded,meld
Finders,finder
rhymes,rhyme
generates,generate
provokes,provoke
extends,extend
fixed,fix
opts,opt
overlooked,overlook
underestimated,underestimate
acquainted,acquaint
happens,happen
remembered,remember
equate,equate
stem,stem
deems,deem
insists,insist
evaluated,evaluate
summarized,summarize
empires,empire
dictated,dictate
leverages,leverage
critiqued,critique
depends,depend
redacted,redact
flawed,flaw
concludes,conclude
boiled,boil
pre,pre
commending,commend
equating,equate
espoused,espouse
correlating,correlate
showered,shower
demonstrating,demonstrate
coupled,couple
waging,wage
knit,knit
copy,copy
concurred,concur
echoed,echo
advances,advance
assign,assign
nullified,nullify
hand,hand
detained,detain
boycotted,boycott
backed,back
prohibited,prohibit
ascended,ascend
allied,ally
drowned,drown
obtaining,obtain
tend,tend
ailing,ail
grant,grant
depart,depart
trust,trust
submerged,submerge
renovate,renovate
repair,repair
stepped,step
Influenced,influence
gain,gain
signaled,signal
guaranteeing,guarantee
honour,honour
striving,strive
attain,attain
swooped,swoop
wielding,wield
smashed,smash
shattered,shatter
lodged,lodge
forget,forget
photographing,photograph
confiscated,confiscate
granting,grant
imprison,imprison
Safeguard,safeguard
Desiring,desire
Cause,cause
appealed,appeal
facilitate,facilitate
wounding,wound
underwent,undergo
requested,request
adopt,adopt
institute,institute
marching,march
motivated,motivate
notify,notify
embarrassing,embarrass
permitted,permit
warn,warn
meddling,meddle
trumped,trump
intensify,intensify
negotiate,negotiate
commuted,commute
appeal,appeal
prefer,prefer
cooperate,cooperate
push,push
free,free
hopes,hope
implement,implement
outlined,outline
cautioned,caution
rigging,rig
confused,confuse
control,control
accompany,accompany
legalised,legalise
register,register
contend,contend
necessitated,necessitate
fill,fill
contest,contest
monitor,monitor
exclude,exclude
vacate,vacate
vow,vow
safeguard,safeguard
maintaining,maintain
greeted,greet
bars,bar
escalated,escalate
issue,issue
chaired,chair
coordinating,coordinate
persecuted,persecute
condemn,condemn
insisting,insist
legitimising,legitimise
admitting,admit
needs,need
fleeing,flee
adding,add
waiting,wait
hear,hear
denies,deny
excludes,exclude
silence,silence
existed,exist
revoking,revoke
pressing,press
withdrawn,withdraw
tabled,table
rescind,rescind
stripped,strip
revoke,revoke
strip,strip
amounts,amount
remedy,remedy
report,report
investigating,investigate
frame,frame
arrest,arrest
evicted,evict
bothered,bother
authorized,authorize
uncovered,uncover
imported,import
house,house
importing,import
faces,face
stripping,strip
ruled,rule
dissolve,dissolve
dissolving,dissolve
echoing,echo
disqualified,disqualify
resume,resume
presenting,present
impeded,impede
wield,wield
publicized,publicize
detailing,detail
intervened,intervene
improved,improve
denouncing,denounce
indicating,indicate
justified,justify
